Team within selected timeframe,League Name,Season,defense,possession,creativity,progression,crossing,explosive,attacking,setpiece,gkbuildup,excitement,Cluster,x,y,Distance to KIF 25-26
Sarmiento - Argentina LPF 2022,Argentina LPF,2022,0.7952203,-2.004796767,-0.576400941,-1.598954638,-0.475662174,0.191496553,-0.956341761,-0.291113029,-1.600262895,-0.809769811,98,-74.05322,-34.761616,132.1814978
Sarmiento - Argentina LPF 2023,Argentina LPF,2023,1.231278695,-1.990281409,-0.754260772,-1.079771413,-0.432844321,-0.709087429,-1.750643293,-0.163436465,-1.543344981,-0.826048153,194,-76.618805,-36.507652,135.214982
Sarmiento - Argentina LPF 2024,Argentina LPF,2024,0.286952559,-1.92156583,-1.147937283,-1.314175527,-0.384212805,-1.001592082,-1.117287036,-1.037539131,-1.616400199,-1.006484129,194,-81.21046,-8.638471,120.3832651
Sarmiento - Argentina LPF 2025,Argentina LPF,2025,1.021482117,-1.132046388,-0.962167389,-0.678281281,-0.441623048,-0.758935873,-1.105135605,-0.54927052,-0.522570835,-0.641461095,5,-65.4855,-5.055985,105.6800558
Sarmiento - Argentina LPF 2026,Argentina LPF,2026,0.77183848,-0.698601691,-0.851035952,-0.587434959,-1.115548063,-1.031028584,-1.036047206,-0.986810685,-0.114248094,-0.618040969,5,-76.2088,14.051395,104.3132723
Sarmiento Res. - Argentina Reserve League 2023,Argentina Reserve League,2023,0.340038999,-0.779371394,-0.211106052,-0.241413371,-0.934463223,1.220958482,-0.773145846,-0.25126677,-0.03349592,-0.165842087,162,0.2246155,-8.57927,71.74373124
Sarmiento Res. - Argentina Reserve League 2024,Argentina Reserve League,2024,0.822411499,-1.006110668,-1.462733205,-0.64286813,-0.458771736,0.168064664,-1.469528393,0.194893401,-0.291212635,-0.90676319,42,-47.8283,-19.0808,103.0951356
Sarmiento Res. - Argentina Reserve League 2025,Argentina Reserve League,2025,0.535075048,-1.321507324,-1.133159791,-0.170487595,-0.74873207,0.186497735,-1.158586261,0.194572973,-0.413490102,-0.657814154,42,-46.603104,-16.4692,100.2949587
Sarmiento Res. - Argentina Reserve League 2026,Argentina Reserve League,2026,0.531482503,-1.278690077,-0.882616252,-0.651700264,-0.967097083,-0.301065353,-0.804095914,-0.065129719,-0.261389758,-0.538318555,42,-61.626453,-6.6898875,103.7644275
Sarnese - Serie D  Girone G 24-25,Serie D  Girone G,24-25,-0.078749311,-0.303296274,-0.4441189,0.175006998,-0.289933444,-0.548349843,-0.336219094,-0.128960897,0.084268508,-0.286601937,27,-22.182285,19.674902,56.98973016
Sarnese - Serie D  Girone H 25-26,Serie D  Girone H,25-26,-0.263329105,-0.301551006,-0.578056604,0.052555919,0.577897373,-0.95078078,-0.126995584,-0.737878779,-0.433296496,-0.541388542,70,-28.771585,30.225641,55.13769205
Sarpsborg 08 - Eliteserien 2022,Eliteserien,2022,-0.377749036,1.372598995,1.884708888,2.383731051,3.430927675,0.948504752,1.748244966,-0.185747873,0.288237758,1.449593813,175,87.77287,-7.4731717,98.74509027
Sarpsborg 08 - Eliteserien 2023,Eliteserien,2023,-0.58409011,1.214724377,1.67592837,1.543678525,2.364801532,1.221990931,2.093404039,-0.778810461,-0.046637406,1.383132983,175,81.42591,-0.52225727,89.35205046
Sarpsborg 08 - Eliteserien 2024,Eliteserien,2024,-0.484420583,1.081557193,0.167779881,0.600861773,0.921166564,0.427206788,0.355888309,-0.55639373,0.021233763,0.323291803,14,47.372482,19.452166,51.73814074
Sarpsborg 08 - Eliteserien 2025,Eliteserien,2025,-0.650627061,0.982630461,0.69913006,0.619628227,1.003228619,-0.462020833,1.279931342,-0.25026025,-0.761139114,0.681636253,163,38.41116,17.062634,49.14360795
Sarpsborg 08 - Eliteserien 2026,Eliteserien,2026,-0.829939775,0.240422735,0.011071605,-0.137394489,0.440631158,-1.157641485,0.559075526,0.034837742,-0.486017612,0.074198579,158,34.090675,15.338808,49.01531519
Sarriana - Segunda RFEF 25-26,Segunda RFEF,25-26,-0.121040121,0.849545203,-0.596025024,-0.419089675,-1.654696434,-1.359505627,-1.213943871,-0.42245127,0.534658929,-0.618544714,118,-39.19684,60.622356,56.0330971
Sarıyer - Turkish 1. Lig 25-26,Turkish 1. Lig,25-26,-0.509586775,0.711372109,-0.118621852,-0.839591087,-0.475802876,-0.927229293,0.178530093,-0.419756667,0.270096365,-0.241143344,86,-10.212698,53.306564,28.17851405
Sasso Marconi - Serie D  Girone D 24-25,Serie D  Girone D,24-25,0.016332078,-0.442071148,-0.997115879,0.560081883,0.166153004,-0.339748739,-0.258061022,0.096659033,-0.122499462,-0.457539335,27,-22.492754,16.375477,59.64192108
Sasso Marconi - Serie D  Girone D 25-26,Serie D  Girone D,25-26,0.141975357,-0.398477955,-0.939905043,0.230087179,-0.354956757,-0.909076862,-1.001892469,-0.662116151,0.119815785,-0.709196545,178,-55.77915,23.682056,81.73925836
Sassuolo - Serie A 22-23,Serie A,22-23,-0.942032905,0.949297263,0.557793747,0.208113536,0.078169808,1.122172865,0.24385294,-0.60657666,0.842751817,0.324673902,91,52.946087,42.295704,40.76895948
Sassuolo - Serie A 23-24,Serie A,23-24,-1.027093156,0.201612502,-0.305241046,-0.428215384,-0.217169811,0.6075684,-0.268990276,-0.38189577,-0.054586891,-0.322060577,97,-6.9422336,-1.980104,67.5200811
Sassuolo - Serie A 25-26,Serie A,25-26,-0.412956486,0.877186805,-0.505997613,-0.745991898,-1.261655492,-0.91264122,-0.30702953,-1.080279863,0.059481013,-0.31016502,34,-33.40798,55.86913,50.5247727
Sassuolo - Serie B 24-25,Serie B,24-25,-0.35960624,1.348077623,0.682380039,0.50886629,-0.472999014,-0.593919509,0.589336881,-0.623576466,-0.289948734,0.389307342,110,22.470243,52.649803,10.25425013
Sassuolo U19 - Primavera 1 22-23,Primavera 1,22-23,0.362429989,0.62263711,0.516623934,0.788559286,0.412809184,1.698771024,0.824721596,0.022233453,0.135763128,0.531782089,44,52.245544,-11.04505,80.4713487
Sassuolo U19 - Primavera 1 23-24,Primavera 1,23-24,0.251447932,0.05053509,0.647502635,0.043074792,0.601358585,0.841563632,0.595356105,0.088464043,-0.193840811,0.273345727,199,34.40986,-31.608887,94.47392608
Sassuolo U20 - Primavera 1 24-25,Primavera 1,24-25,0.056962955,0.122280487,-0.105759622,0.496616585,-0.413985218,-0.633935925,0.288258139,-0.427576883,-0.472471068,-0.023236017,141,0.38281396,29.96833,35.31292804
Sassuolo U20 - Primavera 1 25-26,Primavera 1,25-26,0.068318864,-0.297527946,-0.411733416,-0.252977335,0.069338327,-1.072003687,0.355354882,-0.200426748,0.12911058,-0.415703496,73,-12.038477,33.981594,39.68953011
Savoia - Serie D  Girone G 24-25,Serie D  Girone G,24-25,0.43771398,-0.642589115,-0.828208561,-0.255992195,-0.197560741,-0.555052032,-0.41898872,0.115196677,-0.401268086,-0.58296143,30,-50.932602,-0.43192035,91.61117118
Scafatese - Serie D  Girone G 25-26,Serie D  Girone G,25-26,-0.028581365,0.228511884,-0.067716474,0.449794418,1.428099091,-0.817677318,0.601657422,-0.097875115,0.285833002,0.060850795,136,36.498352,7.852472,56.8712785
Scandicci 1908 - Serie D  Girone E 25-26,Serie D  Girone E,25-26,0.18307774,-0.771313813,-0.557485933,0.051577624,-0.408455982,-0.887463944,-0.384505852,-0.758534711,-0.216143899,-0.266471902,38,-49.760555,19.914701,78.36121253
Scanzorosciate - Serie D  Girone B 25-26,Serie D  Girone B,25-26,-0.026160407,-1.165648745,-0.77080916,-0.112575934,0.220680095,-0.940329541,0.015376672,-0.367382095,-2.327736043,-0.404761892,184,-46.70646,-55.207844,132.6336708
Scarborough Athletic - English National League North South 22-23,English National League North South,22-23,0.589162144,-2.246305755,0.208268587,-0.042155821,-0.622352527,0.203437952,0.000651087,0.903891041,-2.836497485,0.014993135,133,-35.57987,-68.03126,139.4699438
Scarborough Athletic - English National League North South 23-24,English National League North South,23-24,0.21055722,-1.207399121,0.027691631,1.248902127,-0.637534573,0.734920952,0.009205805,0.762892144,-2.134847972,0.255346163,130,-25.646404,-71.79262,139.6269656
Scarborough Athletic - English National League North South 24-25,English National League North South,24-25,0.208729953,-1.074602164,-0.587116483,0.696465022,-0.442025173,-0.237022102,-0.090984227,0.210899097,-1.467697629,-0.178457802,130,-29.103912,-57.884014,127.6515695
Scarborough Athletic - English National League North South 25-26,English National League North South,25-26,0.214410063,-1.2623309,-1.041420697,0.162180383,-0.571378348,-0.931477689,-0.171182659,0.39083573,-1.933018569,-0.422823857,130,-46.356277,-53.53343,130.9970754
Schalding-Heining - Regionalliga 23-24,Regionalliga,23-24,0.406940139,-1.589871459,-0.800243019,-1.056775641,-0.997641755,-0.481426449,-1.310798684,0.469013669,0.458307395,-0.772848124,42,-64.65651,-13.628358,110.6443578
Schalke 04 - 2. Bundesliga 23-24,2. Bundesliga,23-24,-0.097037559,0.231634862,0.669734633,-0.200324533,0.673268871,0.020477692,-0.004941843,0.631833811,0.402205091,0.139850299,37,33.76019,-7.339051,70.61347318
Schalke 04 - 2. Bundesliga 24-25,2. Bundesliga,24-25,-0.173665037,0.998674316,0.03034833,0.327137465,1.040616324,-0.414453099,0.455448662,0.26837204,0.823175315,0.188322097,71,26.102985,33.37914,29.33935362
Schalke 04 - 2. Bundesliga 25-26,2. Bundesliga,25-26,0.360602321,-0.399364833,0.051040433,-0.659695964,-0.371723955,-1.450963019,0.663551629,0.277090016,-0.593013561,-0.034655912,73,-31.165937,-33.276894,105.9846036
Schalke 04 - Bundesliga 22-23,Bundesliga,22-23,0.010554154,-0.590468495,0.418291837,-0.930459564,1.37037987,0.162073422,-0.120124864,0.798904269,-0.087867338,-0.203799707,56,7.849667,-57.097786,118.6539256
Schalke 04 II - Regionalliga 22-23,Regionalliga,22-23,0.715939962,0.463772287,0.86968943,1.195665915,0.017787643,1.853963802,1.071548039,0.657130217,1.090085346,1.076761895,174,60.427197,-13.5763035,86.56944556
Schalke 04 II - Regionalliga 23-24,Regionalliga,23-24,-0.08560401,1.022557875,1.067527625,0.796656224,-0.356502032,0.898045147,0.671740104,0.050456049,2.005112828,0.798291692,76,68.68784,36.15135,57.59451381
Schalke 04 II - Regionalliga 24-25,Regionalliga,24-25,0.069560216,0.380177237,-0.129930269,0.915894549,0.642981627,0.006462942,0.410637777,0.156446041,1.188516507,0.161047596,31,33.37765,28.039515,37.07253202
Schalke 04 II - Regionalliga West 25-26,Regionalliga West,25-26,-0.513670468,0.630410529,0.856592002,1.131301433,0.975281637,-0.352394602,1.089388203,-0.034751973,1.8589404,0.6294668,177,70.360115,17.708805,68.97810157
Schalke 04 U17 - U17 Bundesliga 22-23,U17 Bundesliga,22-23,0.712419162,0.411067279,1.139142659,1.169989165,3.638628601,2.536953828,2.466332961,1.67623235,0.254356155,1.838380131,160,87.45047,-14.756844,103.7237625
Schalke 04 U17 - U17 Bundesliga 23-24,U17 Bundesliga,23-24,0.202176024,0.260064279,1.396108814,1.158034789,0.430111203,2.885733392,1.579838191,1.592038471,1.111979458,1.4858966,164,68.91485,-15.741707,92.92432404
Schalke 04 U17 - U17 Bundesliga 24-25,U17 Bundesliga,24-25,0.322059621,-0.001230093,-0.191288381,0.403231292,0.385433057,0.25237934,0.272528437,0.34546779,0.934687773,0.261837684,147,31.625307,28.970062,35.47649944
Schalke 04 U17 - U17 Bundesliga 25-26,U17 Bundesliga,25-26,0.180589751,0.495446631,-0.365961826,0.183032078,-0.250254267,-0.432978286,1.0845293,0.280397971,0.82261417,0.12609561,182,8.2601795,34.839973,27.7338728
Schalke 04 U19 - U19 Bundesliga 22-23,U19 Bundesliga,22-23,0.102697893,0.871277844,1.797594023,1.638054163,-0.897563425,2.673896764,2.202479061,1.611872428,0.059582348,1.751269086,164,68.15834,-13.851271,90.93574605
Schalke 04 U19 - U19 Bundesliga 23-24,U19 Bundesliga,23-24,0.028356059,0.805138549,0.070923478,0.748181069,-0.023679372,2.207810599,0.566719849,1.374693716,0.251741203,0.689096572,103,62.19806,-20.853302,93.77248319
Schalke 04 U19 - U19 Bundesliga 24-25,U19 Bundesliga,24-25,0.063482936,0.458184155,0.617953121,0.144139924,-0.982198594,0.829344258,1.363172307,1.458192057,0.524822709,0.896888719,103,52.644543,-24.575153,92.96508688
Schalke 04 U19 - U19 Bundesliga 25-26,U19 Bundesliga,25-26,-0.016841505,-0.202429044,0.158519745,0.36267181,0.745892161,0.021875782,1.424009864,0.282351753,-0.298683297,0.660311033,16,35.593727,-49.843765,112.6327561
Scheveningen - Tweede Divisie 22-23,Tweede Divisie,22-23,-0.420079334,0.068433685,0.254223048,0.442695675,0.204098053,-0.559710047,-0.420412284,-0.638004403,-0.266699121,0.009869013,19,-14.634359,18.332893,53.18953509
Scheveningen - Tweede Divisie 23-24,Tweede Divisie,23-24,-0.625034304,-0.429736205,-0.054039155,0.15335893,1.033548833,-0.160820012,-0.458959245,0.223517193,-0.367007721,-0.172230272,56,-15.890825,-31.718681,98.52731961
Scheveningen - Tweede Divisie 24-25,Tweede Divisie,24-25,-0.993120424,-0.98496923,-1.197639513,-0.70074162,-1.288909083,-0.838415298,-1.669647216,-0.876969836,-0.552567193,-0.982591115,55,-82.475105,1.1617213,116.0542493
Schifflange - Luxembourg National Division 23-24,Luxembourg National Division,23-24,0.154438351,0.006168339,0.546408779,-0.12695689,-0.040572096,0.975397153,0.000101043,0.767802136,0.422795261,0.046925557,116,21.533123,-36.330204,97.65894365
Schott Mainz - Regionalliga 23-24,Regionalliga,23-24,-0.372356005,-0.016626958,-0.285959243,-0.371426338,-1.763403122,0.305369286,-0.348342707,0.810165893,-0.011295387,-0.358452514,24,-37.602314,-7.235486,87.45721366
Schott Mainz - Regionalliga Südwest 25-26,Regionalliga Südwest,25-26,-0.518224963,-0.186620224,-0.481997398,-0.742296762,-1.023785971,-1.125413207,-0.354885489,0.284298915,-0.141092027,-0.590698357,60,-43.43519,18.481226,73.88161804
Schott Mainz U19 - U19 Bundesliga 24-25,U19 Bundesliga,24-25,0.109493131,-0.238830993,-0.61296606,-0.341543637,-1.398729682,-0.192611292,-0.971635126,-0.995229454,1.055080573,-0.304701619,171,-44.613003,64.57445,61.53785688
Schott Mainz U19 - U19 Bundesliga 25-26,U19 Bundesliga,25-26,-1.003005405,-0.981940422,-0.877789733,-1.006855622,-1.721409549,-0.736055595,-0.950524661,-1.080135708,0.291433999,-1.02461718,166,-89.73465,20.230598,114.1773077
Schwaben Augsburg - Regionalliga 24-25,Regionalliga,24-25,0.197642842,-0.019281933,0.31749734,0.75467139,0.519536042,-0.975718071,0.310473487,-0.637389524,1.121987541,0.029771328,121,28.421463,20.255194,42.56809441
Schwaben Augsburg - Regionalliga Bayern 25-26,Regionalliga Bayern,25-26,-0.22155813,-0.34183513,-0.51878263,0.449561583,0.212466381,-1.128864717,-0.29733153,-0.861531589,1.043450355,-0.592519609,53,-22.209358,49.157043,40.86224657
Schwarz-Weiß Rehden - Regionalliga 22-23,Regionalliga,22-23,0.394835173,-0.724662117,0.055784844,0.616774492,-0.085637976,0.213890519,-0.096957417,0.256463313,0.413643186,-0.059255489,195,18.707256,-40.542973,101.7758057
Schweinfurt - 3. Liga 25-26,3. Liga,25-26,-0.165026598,-0.127312943,-0.723955957,-0.31099592,-0.72360325,-1.060942056,-0.184012088,-0.296981514,-0.398042011,-0.550649394,38,-52.66853,17.3983,82.16101718
Schweinfurt - Regionalliga 22-23,Regionalliga,22-23,0.444288496,-0.73217306,0.38089189,0.34837603,0.718616258,-0.119901944,0.635413199,0.549202853,-0.22030885,0.068383611,16,31.865553,-51.10088,113.3179612
Schweinfurt - Regionalliga 23-24,Regionalliga,23-24,0.418516103,-0.739229024,-0.059216949,0.052681655,-0.523775935,0.057677801,-0.100680821,-0.079665238,-0.2897215,-0.067557032,0,-28.693491,-22.614807,95.39499636
Schweinfurt - Regionalliga 24-25,Regionalliga,24-25,0.008277728,0.135223742,0.671092314,1.249256268,1.244121787,-0.697017313,1.369788765,0.629722552,-0.039943656,0.54986303,23,80.05367,-29.273539,110.3862237
Schweinfurt U19 - U19 Bundesliga 24-25,U19 Bundesliga,24-25,-0.965267219,-1.092811347,-0.429070402,-0.062672008,-0.767979508,-0.067978127,-0.360247529,-0.289418148,0.850051834,-0.599652567,111,-45.655025,14.28167,78.15087789
Schöningen - Regionalliga Nord 25-26,Regionalliga Nord,25-26,-0.43204025,-0.839700565,-0.572978029,-0.471479039,-0.671720768,-1.265869484,-0.570409417,0.442114438,0.26355464,-0.731398278,80,-49.634113,11.651428,82.91259047
Schötz - Swiss 1. Liga Classic 23-24,Swiss 1. Liga Classic,23-24,-0.329369994,-0.351989373,0.900365962,0.334128994,1.354374422,1.328458753,0.662001478,0.448276366,-0.289904953,0.818845211,188,39.30247,-32.083633,95.9667355
Schötz - Swiss 1. Liga Classic 24-25,Swiss 1. Liga Classic,24-25,-0.617497616,0.072770232,0.459706339,0.479215041,0.120191516,-0.552538161,0.494807357,0.064839513,0.343721918,0.362241916,88,32.518578,19.606934,44.46698512
Schötz - Swiss 1. Liga Classic 25-26,Swiss 1. Liga Classic,25-26,-1.004488551,-0.258146731,-0.134202029,0.047517392,0.340126791,-0.853152674,0.081308662,-0.079723669,0.506013457,-0.230785405,20,-15.083223,36.751003,40.21402989
Scunthorpe United - English National League 22-23,English National League,22-23,0.050575066,-1.26394038,-0.377740613,-0.248272861,-0.467332672,0.279002696,-0.740640411,-1.071467084,-1.350982285,-0.483006717,100,-50.17071,-33.859142,116.3130058
Scunthorpe United - English National League 25-26,English National League,25-26,-0.098592006,-0.8208461,-0.305875835,0.634870515,0.074183214,-0.772420493,1.021300087,0.136650535,-1.237946281,0.204590952,130,-31.26283,-54.65673,125.4576096
Scunthorpe United - English National League North South 23-24,English National League North South,23-24,-0.259386981,0.173993281,0.421072078,1.383694791,0.801969947,0.765662314,0.743669141,0.35003346,-0.251831822,0.581566526,10,58.403282,-32.464115,102.4888437
Scunthorpe United - English National League North South 24-25,English National League North South,24-25,0.33245575,-1.425197424,-0.240265888,0.756629123,0.15086683,-0.882949643,0.276052929,0.538878712,-1.433600593,0.044782224,130,-35.7772,-60.58624,132.6782862
Seattle Pacific Falcon - NCAA D2 2024,NCAA D2,2024,-0.433958348,1.274749314,0.449839572,1.355776746,-0.704557753,0.767574556,1.039707706,-0.667107923,1.811317287,0.835900019,76,71.24226,38.986652,58.77482583
Seattle Pacific Falcon - NCAA D2 2025,NCAA D2,2025,0.208348148,0.864741845,-0.449907042,0.176602713,0.080845211,-0.484222086,0.439505766,-0.322696172,1.832231512,0.051191695,121,18.014849,67.13295,6.034218875
Seattle Redhawks - NCAA D1 2024,NCAA D1,2024,-0.394731453,-0.064971391,-0.147847703,0.65314975,0.878194214,-0.502982452,0.755917725,0.443013136,0.487785055,0.139994816,95,33.358227,22.01496,42.541363
Seattle Redhawks - NCAA D1 2025,NCAA D1,2025,-0.405779927,-0.540039899,-1.072360357,-0.062725347,-0.32913612,-0.833059598,-1.626228761,-0.376812633,0.088000941,-0.985790376,74,-57.414925,22.759045,83.61624672
Seattle Sounders - MLS 2022,MLS,2022,-0.227414606,1.499243412,1.028053045,0.427371665,1.255039585,0.080830898,0.147265961,-0.104244892,0.11976589,0.577133536,14,47.358482,16.627241,54.03626064
Seattle Sounders - MLS 2023,MLS,2023,-0.493023991,1.461014832,1.003810663,0.666669095,1.019175064,-0.169453138,0.529232237,0.144678134,-0.47264755,0.545198552,14,47.052,15.45206,54.84049713
Seattle Sounders - MLS 2024,MLS,2024,-0.443033696,1.468700648,-0.022386614,0.465299376,0.553528162,-0.010356385,0.28251517,0.01347966,-0.218476605,0.293221939,144,26.946062,43.36657,20.51484018
Seattle Sounders - MLS 2025,MLS,2025,-0.783861154,1.813947487,0.611868422,0.717991013,0.720608094,-0.644805534,0.913566507,-0.537329861,0.033746345,0.532226254,104,30.068308,48.54688,18.32119353
Seattle Sounders - MLS 2026,MLS,2026,-0.323460763,2.031742485,0.765322476,0.247205528,-0.22994815,-1.209477929,0.917447045,-0.207226535,0.415269571,0.612008872,104,39.312992,55.938725,23.09090477
Sedan - French National 1 22-23,French National 1,22-23,0.736598758,0.658314094,-0.145898911,0.162164036,-0.3696847,1.428046339,-0.425194473,0.091706802,-0.595647944,0.14670841,77,11.581082,-12.169777,73.57305166
Sejong SA - K4 League 2025,K4 League,2025,-0.454569307,0.76510196,0.250322685,-0.005200674,-0.208825137,-0.562835403,0.372995172,-0.212604868,0.048697255,-0.021066962,110,12.109148,49.45003,12.67848347
Sejong SA - K4 League 2026,K4 League,2026,-0.08973268,1.181342314,-0.531004768,0.680272137,-1.196541141,-0.16932036,-0.315006823,-0.098812352,0.902130839,-0.068205219,137,-4.7280006,71.39501,23.84329608
Sejong Vanesse - K4 League 2023,K4 League,2023,-1.066386984,1.970628408,-0.070772583,0.143226032,-1.835492364,0.318982774,-1.063534123,-1.646983329,0.963985674,-0.325343472,137,-1.0366893,78.53424,24.88505917
Sejong Vanesse - K4 League 2024,K4 League,2024,-1.680843039,0.379056654,-0.747199498,-0.987858965,-1.593146361,-0.456431399,-1.089898264,-0.928885359,0.336676087,-1.088759498,99,-63.660378,52.37607,80.97740297
Sekhukhune United - South African PSL 24-25,South African PSL,24-25,-0.016593851,-0.354506446,-0.35566495,-0.425326064,-0.656462999,-0.47853942,-0.275579888,0.385655924,-0.147834483,-0.210991591,73,-36.969456,10.664594,73.82492001
Sekhukhune United - South African PSL 25-26,South African PSL,25-26,-0.197745044,-0.016359642,-0.598410571,0.017134361,-0.034398939,-1.384883091,-0.214867064,-0.7213149,0.269299186,-0.37010927,53,-26.49196,44.49322,46.44028015
Sektzia Nes Tziona - Liga Leumit 23-24,Liga Leumit,23-24,-0.631922695,0.26544507,-0.171219933,0.67465819,0.897267368,0.235303081,-0.310100114,-0.016778335,-0.364346595,-0.086603244,48,14.46545,-18.415913,79.66667974
Sektzia Nes Tziona - Ligat ha'Al 22-23,Ligat ha'Al,22-23,-0.036356474,0.08024368,0.134348133,-0.687564077,-1.187166855,0.596205694,-1.274378765,-1.291865597,-0.849699075,-0.259396283,22,-26.640905,2.1212673,73.36298853
Selangor - Malaysian Super League 2022,Malaysian Super League,2022,0.509172968,0.219777522,1.315371372,0.02950615,0.172806144,-0.178796572,0.471572892,1.281003002,-0.188127864,0.338644754,37,27.495523,-30.873575,92.70436173
Selangor - Malaysian Super League 2023,Malaysian Super League,2023,0.057476653,0.993331538,1.593260274,0.194511691,-0.801475973,-0.076361665,1.319632649,1.153777831,0.13827419,0.87220641,101,56.17749,-27.025234,96.61480327
Selangor - Malaysian Super League 24-25,Malaysian Super League,24-25,-0.567496619,0.813083749,0.529777369,-0.093987457,-0.657633923,-0.74554826,0.443089414,-0.4007861,-0.261293261,0.21240412,110,8.5571995,52.22928,12.21656168
Selangor - Malaysian Super League 25-26,Malaysian Super League,25-26,-0.866249067,0.709755615,1.162527126,-0.117873804,0.445977995,-0.368756089,1.658859406,0.993601425,0.455426655,0.808962641,134,58.416637,4.1679215,70.59478699
Selfoss - Iceland 1. Deild 2022,Iceland 1. Deild,2022,-0.058833172,-0.293776628,0.329855613,0.407160375,-0.53311764,0.477066452,0.075060747,0.109089432,-1.15884503,-0.097405254,35,11.095394,-43.701916,105.074267
Selfoss - Iceland 1. Deild 2023,Iceland 1. Deild,2023,-0.660902785,-0.802581178,0.452282223,-0.195843134,0.212398227,0.350166728,0.300523613,1.563663816,-1.032708236,-0.181588305,1,-5.90307,-64.02929,127.2918323
Selfoss - Iceland 1. Deild 2025,Iceland 1. Deild,2025,-0.255128773,-0.588347471,-0.303053005,-0.042188363,0.329787054,-0.118777948,0.183767479,0.488524858,-1.558914287,-0.109132412,130,-32.007267,-57.297928,128.1828143
Semen Padang - BRI Liga 1 24-25,BRI Liga 1,24-25,-0.621446997,-0.338103899,-0.404268866,-1.089760032,0.156207107,-0.584403777,-0.609689824,-0.928653076,-0.464454669,-0.671943471,4,-28.756182,12.261232,66.89478354
Semen Padang - BRI Liga 1 25-26,BRI Liga 1,25-26,-1.212600363,0.15097463,-0.903629098,-0.698491271,0.172516197,-1.210992714,-0.51071631,-0.169614454,-0.048912773,-0.918110431,67,-38.464027,40.53256,59.03864464
Senglea Athletic - Malta Challenge League 23-24,Malta Challenge League,23-24,0.46386431,-0.605621293,0.165334914,-0.714176914,-0.933839647,1.104461779,-0.679974118,0.912631407,-0.104386234,0.016000845,122,-6.0600977,-57.911987,121.3073606
Senglea Athletic - Malta Challenge League 24-25,Malta Challenge League,24-25,-0.060982618,-1.146863394,-1.165873277,-1.107596461,-1.459254794,-0.651089532,-1.341046719,-1.122850293,-0.123144441,-1.018754275,17,-85.239555,16.875055,111.2875219
Seongnam - K League 1 2022,K League 1,2022,-0.695105395,0.319666241,-0.336605186,-0.839909914,-0.286189432,0.35106083,-0.706626576,-0.819108621,-1.212087453,-0.589967072,168,-18.96255,-9.229673,79.01811822
Seongnam - K League 2 2023,K League 2,2023,-0.297427736,0.804786827,-0.109985353,-0.466559409,-0.412821599,0.897795418,-0.358653344,0.341064322,-0.563863011,-0.176892429,29,-20.425959,-6.233499,77.05593146
Seongnam - K League 2 2024,K League 2,2024,-1.064507862,1.127314692,-0.43687209,-0.334782108,0.41132547,-0.436553152,-0.804032257,-0.821895047,0.412664085,-0.589597194,151,-7.0893254,57.47975,24.21238745
Seongnam - K League 2 2025,K League 2,2025,-0.206926434,1.190606775,-0.476808446,-0.070913716,-0.160635061,-1.17703021,-0.474471767,-0.284947416,0.589432428,-0.221781632,86,-13.329192,56.077637,30.59678746
Seongnam - K League 2 2026,K League 2,2026,-0.411979282,1.381607894,-0.133853878,-0.480412848,0.420560014,-0.773606804,-0.129704972,-0.653132685,0.166347759,-0.231184399,86,-5.085983,55.59191,22.62902131
Seosan Pioneer - K4 League 2026,K4 League,2026,-1.090297494,-0.424415356,-0.937911451,-1.121053116,-0.735229343,-0.971793423,-0.368326086,0.908764113,-1.694395339,-1.078533829,21,-73.62871,-7.336549,113.5021403
Seoul - K League 1 2022,K League 1,2022,-0.077795552,2.381545028,0.529478038,1.040823627,0.138991598,0.469237068,0.355558824,-0.590864914,1.000659563,0.536793721,6,53.900417,53.004486,37.9658616
Seoul - K League 1 2023,K League 1,2023,-0.397748808,1.912444441,0.176204532,0.457057607,0.616915522,0.530991009,0.066848202,-0.584038991,0.472754028,0.146011574,150,53.172016,52.442993,37.38279951
Seoul - K League 1 2024,K League 1,2024,-0.744626943,1.567031949,-0.129477376,-0.26672323,-0.54640139,-0.594855125,-0.386456497,-0.697387187,0.459872204,-0.218399311,86,-6.543401,66.880585,24.0531489
Seoul - K League 1 2025,K League 1,2025,-1.143163891,1.186406925,0.426664277,0.109062911,0.990147321,-0.399076967,0.654758285,0.06761907,0.77295735,0.118880495,7,40.98919,48.55778,27.2715149
Seoul - K League 1 2026,K League 1,2026,-0.232177969,1.155081603,0.048650075,-0.598073174,0.883663969,-0.673262847,0.368497722,-0.401364373,0.866473681,0.082212849,20,16.550274,43.069572,18.14820796
Seoul E-Land - K League 2 2022,K League 2,2022,0.571742343,-0.263313762,0.368168183,-0.339994388,0.918385053,0.114652872,0.391397056,-0.009956881,-0.418300597,0.262008352,199,35.744453,-42.355434,105.2833929
Seoul E-Land - K League 2 2023,K League 2,2023,-0.051575076,1.050204825,-0.423957312,-0.336100629,0.04601898,0.173944674,-1.003673925,-0.788610447,0.406278162,-0.454045149,97,4.4125295,23.730518,39.48924652
Seoul E-Land - K League 2 2024,K League 2,2024,-0.773923641,1.158998816,0.3774107,0.413197074,0.431972845,0.036594639,0.385936845,-0.375306707,0.645058918,0.247403601,150,30.128696,53.51256,15.36583304
